"","station","date","variable","value","units","ym"
"41328",8002201202,2016-06-21,"tp",74,"ug/L","201606"
"41329",8002201202,2016-06-21,"tp",109,"ug/L","201606"
"41374",8002201602,2016-06-21,"tp",88,"ug/L","201606"
"41420",8002201902,2016-06-21,"tp",92,"ug/L","201606"
"41421",8002201902,2016-06-21,"tp",110,"ug/L","201606"
"41444",8002202002,2016-06-21,"tp",71,"ug/L","201606"
"41445",8002202002,2016-06-21,"tp",95,"ug/L","201606"
"41461",8004000202,2016-06-21,"tp",31,"ug/L","201606"
"41497",8004000802,2016-06-21,"tp",12,"ug/L","201606"
"41540",9000100402,2016-06-21,"tp",128,"ug/L","201606"
"41541",9000100402,2016-06-21,"tp",143,"ug/L","201606"
"41583",9000100502,2016-06-21,"tp",22,"ug/L","201606"
"41584",9000100502,2016-06-21,"tp",31.6,"ug/L","201606"
"41626",9000800502,2016-06-21,"tp",23,"ug/L","201606"
"41627",9000800502,2016-06-21,"tp",25.2,"ug/L","201606"
"41669",9000800602,2016-06-21,"tp",32,"ug/L","201606"
"41670",9000800602,2016-06-21,"tp",39,"ug/L","201606"
"41713",9000800702,2016-06-21,"tp",24,"ug/L","201606"
"41714",9000800702,2016-06-21,"tp",28.2,"ug/L","201606"
"41758",9000902402,2016-06-21,"tp",27,"ug/L","201606"
"41759",9000902402,2016-06-21,"tp",31.6,"ug/L","201606"
"41802",10000100302,2016-06-21,"tp",196,"ug/L","201606"
"41803",10000100302,2016-06-21,"tp",255,"ug/L","201606"
"41845",10000200202,2016-06-21,"tp",169,"ug/L","201606"
"41846",10000200202,2016-06-21,"tp",202,"ug/L","201606"
"41890",12000400202,2016-06-21,"tp",23,"ug/L","201606"
"41891",12000400202,2016-06-21,"tp",28.4,"ug/L","201606"
"41915",12000400802,2016-06-21,"tp",7,"ug/L","201606"
"41916",12000400802,2016-06-21,"tp",9.2,"ug/L","201606"
"41954",12001700102,2016-06-21,"tp",29,"ug/L","201606"
"41955",12001700102,2016-06-21,"tp",38.4,"ug/L","201606"
"41979",12001700202,2016-06-21,"tp",25,"ug/L","201606"
"41980",12001700202,2016-06-21,"tp",32,"ug/L","201606"
"42018",12002700102,2016-06-21,"tp",120,"ug/L","201606"
"42019",12002700102,2016-06-21,"tp",129,"ug/L","201606"
"42065",12003100102,2016-06-21,"tp",32,"ug/L","201606"
"42066",12003100102,2016-06-21,"tp",40,"ug/L","201606"
"42112",12003400102,2016-06-21,"tp",84,"ug/L","201606"
"42113",12003400102,2016-06-21,"tp",107,"ug/L","201606"
"42136",16006300202,2016-06-21,"tp",74,"ug/L","201606"
"42137",16006300202,2016-06-21,"tp",96,"ug/L","201606"
"42174",16007200102,2016-06-21,"tp",95,"ug/L","201606"
"42175",16007200102,2016-06-21,"tp",106,"ug/L","201606"
"42220",16018401202,2016-06-21,"tp",49,"ug/L","201606"
"42221",16018401202,2016-06-21,"tp",55.8,"ug/L","201606"
"42267",16018401502,2016-06-21,"tp",19,"ug/L","201606"
"42268",16018401502,2016-06-21,"tp",24,"ug/L","201606"
"42314",16018401602,2016-06-21,"tp",70,"ug/L","201606"
"42315",16018401602,2016-06-21,"tp",90,"ug/L","201606"
"42335",16018402902,2016-06-21,"tp",30,"ug/L","201606"
"42336",16018402902,2016-06-21,"tp",33.6,"ug/L","201606"
"42351",16018403202,2016-06-21,"tp",72,"ug/L","201606"
"42352",16018403202,2016-06-21,"tp",98.8,"ug/L","201606"
"42392",16018404102,2016-06-21,"tp",24,"ug/L","201606"
"42393",16018404102,2016-06-21,"tp",30.2,"ug/L","201606"
"42414",16018405102,2016-06-21,"tp",105,"ug/L","201606"
"42415",16018405102,2016-06-21,"tp",132,"ug/L","201606"
"42430",16018405202,2016-06-21,"tp",172,"ug/L","201606"
"42431",16018405202,2016-06-21,"tp",229,"ug/L","201606"
"42446",16018407402,2016-06-21,"tp",26,"ug/L","201606"
"42447",16018407402,2016-06-21,"tp",36.4,"ug/L","201606"
"42462",16018410102,2016-06-21,"tp",24,"ug/L","201606"
"42463",16018410102,2016-06-21,"tp",27.6,"ug/L","201606"
"42478",16018410302,2016-06-21,"tp",16,"ug/L","201606"
"42479",16018410302,2016-06-21,"tp",20.2,"ug/L","201606"
"42519",16018411702,2016-06-21,"tp",17,"ug/L","201606"
"42520",16018411702,2016-06-21,"tp",20.8,"ug/L","201606"
"42541",16018412702,2016-06-21,"tp",47,"ug/L","201606"
"42542",16018412702,2016-06-21,"tp",53.6,"ug/L","201606"
"42557",16018413002,2016-06-21,"tp",37,"ug/L","201606"
"42558",16018413002,2016-06-21,"tp",49,"ug/L","201606"
"42597",17002100302,2016-06-21,"tp",10,"ug/L","201606"
"42598",17002100302,2016-06-21,"tp",13.2,"ug/L","201606"
"42643",17002108602,2016-06-21,"tp",11,"ug/L","201606"
"42644",17002108602,2016-06-21,"tp",13.2,"ug/L","201606"
"42688",17002109202,2016-06-21,"tp",11,"ug/L","201606"
"42689",17002109202,2016-06-21,"tp",17.8,"ug/L","201606"
"42734",17002109502,2016-06-21,"tp",11,"ug/L","201606"
"42735",17002109502,2016-06-21,"tp",13.2,"ug/L","201606"
"42780",17002114502,2016-06-21,"tp",30,"ug/L","201606"
"42781",17002114502,2016-06-21,"tp",37.8,"ug/L","201606"
"42827",18207015002,2016-06-21,"tp",57,"ug/L","201606"
"42828",18207015002,2016-06-21,"tp",66.4,"ug/L","201606"
"42852",18207016002,2016-06-21,"tp",31,"ug/L","201606"
"42853",18207016002,2016-06-21,"tp",50.6,"ug/L","201606"
"42889",6008000602,2016-06-22,"tp",111,"ug/L","201606"
"42890",6008000602,2016-06-22,"tp",118,"ug/L","201606"
"42933",6008200302,2016-06-22,"tp",104,"ug/L","201606"
"42934",6008200302,2016-06-22,"tp",110,"ug/L","201606"
"42977",16001800202,2016-06-22,"tp",130,"ug/L","201606"
"42978",16001800202,2016-06-22,"tp",154,"ug/L","201606"
"43020",16002700102,2016-06-22,"tp",2460,"ug/L","201606"
"43021",16002700102,2016-06-22,"tp",2480,"ug/L","201606"
"43064",16003000302,2016-06-22,"tp",1410,"ug/L","201606"
"43065",16003000302,2016-06-22,"tp",1330,"ug/L","201606"
"43109",16003200102,2016-06-22,"tp",193,"ug/L","201606"
"43110",16003200102,2016-06-22,"tp",203,"ug/L","201606"
"43154",16003200202,2016-06-22,"tp",178,"ug/L","201606"
"43155",16003200202,2016-06-22,"tp",192,"ug/L","201606"
"43175",16018400902,2016-06-22,"tp",14,"ug/L","201606"
"43176",16018400902,2016-06-22,"tp",17.4,"ug/L","201606"
"43216",16018401002,2016-06-22,"tp",28,"ug/L","201606"
"43217",16018401002,2016-06-22,"tp",40.6,"ug/L","201606"
"43262",16018402702,2016-06-22,"tp",25,"ug/L","201606"
"43263",16018402702,2016-06-22,"tp",29.8,"ug/L","201606"
"43284",16018403302,2016-06-22,"tp",16,"ug/L","201606"
"43285",16018403302,2016-06-22,"tp",20.8,"ug/L","201606"
"43325",16018403502,2016-06-22,"tp",84,"ug/L","201606"
"43326",16018403502,2016-06-22,"tp",124,"ug/L","201606"
"43345",16018409202,2016-06-22,"tp",34,"ug/L","201606"
"43346",16018409202,2016-06-22,"tp",49.8,"ug/L","201606"
"43386",16018409302,2016-06-22,"tp",103,"ug/L","201606"
"43387",16018409302,2016-06-22,"tp",152,"ug/L","201606"
"43407",16018410602,2016-06-22,"tp",23,"ug/L","201606"
"43408",16018410602,2016-06-22,"tp",18.2,"ug/L","201606"
"43423",16018412802,2016-06-22,"tp",36,"ug/L","201606"
"43424",16018412802,2016-06-22,"tp",52.8,"ug/L","201606"
"43439",16018412902,2016-06-22,"tp",92,"ug/L","201606"
"43440",16018412902,2016-06-22,"tp",112,"ug/L","201606"
"43458",18207000702,2016-06-22,"tp",60,"ug/L","201606"
"43459",18207000702,2016-06-22,"tp",75,"ug/L","201606"
"43497",18207000802,2016-06-22,"tp",104,"ug/L","201606"
"43498",18207000802,2016-06-22,"tp",134,"ug/L","201606"
"43543",18207002002,2016-06-22,"tp",27,"ug/L","201606"
"43544",18207002002,2016-06-22,"tp",51,"ug/L","201606"
"43568",18207006002,2016-06-22,"tp",84,"ug/L","201606"
"43569",18207006002,2016-06-22,"tp",136,"ug/L","201606"
"43607",18207010002,2016-06-22,"tp",62,"ug/L","201606"
"43608",18207010002,2016-06-22,"tp",100,"ug/L","201606"
"43652",6008300902,2016-06-23,"tp",21,"ug/L","201606"
"43653",6008300902,2016-06-23,"tp",19.6,"ug/L","201606"
"43695",6008301802,2016-06-23,"tp",24,"ug/L","201606"
"43696",6008301802,2016-06-23,"tp",28.8,"ug/L","201606"
"43743",6008301902,2016-06-23,"tp",21,"ug/L","201606"
"43744",6008301902,2016-06-23,"tp",31.4,"ug/L","201606"
"43789",6008310302,2016-06-23,"tp",33,"ug/L","201606"
"43790",6008310302,2016-06-23,"tp",39.6,"ug/L","201606"
"43833",6008310402,2016-06-23,"tp",45,"ug/L","201606"
"43834",6008310402,2016-06-23,"tp",41.2,"ug/L","201606"
"43881",6008501402,2016-06-23,"tp",145,"ug/L","201606"
"43882",6008501402,2016-06-23,"tp",142,"ug/L","201606"
"43927",6000300102,2016-06-27,"tp",354,"ug/L","201606"
"43928",6000300102,2016-06-27,"tp",354,"ug/L","201606"
"43970",6001700102,2016-06-27,"tp",20,"ug/L","201606"
"43971",6001700102,2016-06-27,"tp",24.6,"ug/L","201606"
"44014",6001700702,2016-06-27,"tp",75,"ug/L","201606"
"44015",6001700702,2016-06-27,"tp",96,"ug/L","201606"
"44057",6001701002,2016-06-27,"tp",80,"ug/L","201606"
"44058",6001701002,2016-06-27,"tp",106,"ug/L","201606"
"44099",6001701102,2016-06-27,"tp",126,"ug/L","201606"
"44100",6001701102,2016-06-27,"tp",132,"ug/L","201606"
"44144",14002800302,2016-06-27,"tp",49,"ug/L","201606"
"44145",14002800302,2016-06-27,"tp",51.4,"ug/L","201606"
"44191",14002801202,2016-06-27,"tp",7,"ug/L","201606"
"44192",14002801202,2016-06-27,"tp",8,"ug/L","201606"
"44238",14002803002,2016-06-27,"tp",31,"ug/L","201606"
"44239",14002803002,2016-06-27,"tp",26.2,"ug/L","201606"
"44284",14002808902,2016-06-27,"tp",10,"ug/L","201606"
"44285",14002808902,2016-06-27,"tp",10.6,"ug/L","201606"
"44331",14002809102,2016-06-27,"tp",15,"ug/L","201606"
"44332",14002809102,2016-06-27,"tp",15,"ug/L","201606"
"44376",17002104602,2016-06-27,"tp",28,"ug/L","201606"
"44377",17002104602,2016-06-27,"tp",34.8,"ug/L","201606"
"44420",17002105702,2016-06-27,"tp",15,"ug/L","201606"
"44421",17002105702,2016-06-27,"tp",21.8,"ug/L","201606"
"44464",17002106802,2016-06-27,"tp",15,"ug/L","201606"
"44465",17002106802,2016-06-27,"tp",19.6,"ug/L","201606"
"44508",17002107102,2016-06-27,"tp",23,"ug/L","201606"
"44509",17002107102,2016-06-27,"tp",27.2,"ug/L","201606"
"44552",17002111802,2016-06-27,"tp",14,"ug/L","201606"
"44553",17002111802,2016-06-27,"tp",23.6,"ug/L","201606"
"44596",17002112802,2016-06-27,"tp",27,"ug/L","201606"
"44597",17002112802,2016-06-27,"tp",32.6,"ug/L","201606"
"44640",17002113302,2016-06-27,"tp",18,"ug/L","201606"
"44641",17002113302,2016-06-27,"tp",23.2,"ug/L","201606"
"44684",17002115602,2016-06-27,"tp",83,"ug/L","201606"
"44685",17002115602,2016-06-27,"tp",98,"ug/L","201606"
"44727",17002115702,2016-06-27,"tp",16,"ug/L","201606"
"44728",17002115702,2016-06-27,"tp",21,"ug/L","201606"
"44772",18000017002,2016-06-27,"tp",15,"ug/L","201606"
"44773",18000017002,2016-06-27,"tp",16.4,"ug/L","201606"
"44818",18337012102,2016-06-27,"tp",48,"ug/L","201606"
"44819",18337012102,2016-06-27,"tp",58,"ug/L","201606"
"44865",18343000202,2016-06-27,"tp",18,"ug/L","201606"
"44866",18343000202,2016-06-27,"tp",20.8,"ug/L","201606"
"44912",18343003002,2016-06-27,"tp",18,"ug/L","201606"
"44913",18343003002,2016-06-27,"tp",21.4,"ug/L","201606"
"44937",18343003402,2016-06-27,"tp",19,"ug/L","201606"
"44938",18343003402,2016-06-27,"tp",23.2,"ug/L","201606"
"44954",18343006102,2016-06-27,"tp",18,"ug/L","201606"
"44955",18343006102,2016-06-27,"tp",20,"ug/L","201606"
"44993",18349002002,2016-06-27,"tp",10,"ug/L","201606"
"44994",18349002002,2016-06-27,"tp",8.2,"ug/L","201606"
"45040",18369001002,2016-06-27,"tp",17,"ug/L","201606"
"45041",18369001002,2016-06-27,"tp",22.2,"ug/L","201606"
"45087",1010400202,2016-06-28,"tp",10,"ug/L","201606"
"45088",1010400202,2016-06-28,"tp",10.8,"ug/L","201606"
"45134",1010500102,2016-06-28,"tp",14,"ug/L","201606"
"45135",1010500102,2016-06-28,"tp",17.6,"ug/L","201606"
"45180",1010600202,2016-06-28,"tp",14,"ug/L","201606"
"45181",1010600202,2016-06-28,"tp",22.6,"ug/L","201606"
"45226",1010700202,2016-06-28,"tp",28,"ug/L","201606"
"45227",1010700202,2016-06-28,"tp",31.2,"ug/L","201606"
"45272",1010800602,2016-06-28,"tp",51,"ug/L","201606"
"45273",1010800602,2016-06-28,"tp",78,"ug/L","201606"
"45315",3007700202,2016-06-28,"tp",86,"ug/L","201606"
"45316",3007700202,2016-06-28,"tp",142,"ug/L","201606"
"45317",3007700202,2016-06-28,"tp",144,"ug/L","201606"
"45360",3007700702,2016-06-28,"tp",50,"ug/L","201606"
"45361",3007700702,2016-06-28,"tp",60,"ug/L","201606"
"45362",3007700702,2016-06-28,"tp",60,"ug/L","201606"
"45403",3007702102,2016-06-28,"tp",43,"ug/L","201606"
"45404",3007702102,2016-06-28,"tp",51,"ug/L","201606"
"45405",3007702102,2016-06-28,"tp",53.2,"ug/L","201606"
"45447",3007702802,2016-06-28,"tp",12,"ug/L","201606"
"45448",3007702802,2016-06-28,"tp",14.6,"ug/L","201606"
"45449",3007702802,2016-06-28,"tp",14.6,"ug/L","201606"
"45490",3007702902,2016-06-28,"tp",122,"ug/L","201606"
"45491",3007702902,2016-06-28,"tp",142,"ug/L","201606"
"45492",3007702902,2016-06-28,"tp",142,"ug/L","201606"
"45533",3007703502,2016-06-28,"tp",32,"ug/L","201606"
"45534",3007703502,2016-06-28,"tp",38.8,"ug/L","201606"
"45535",3007703502,2016-06-28,"tp",37,"ug/L","201606"
"45576",3007703602,2016-06-28,"tp",10,"ug/L","201606"
"45577",3007703602,2016-06-28,"tp",11.4,"ug/L","201606"
"45578",3007703602,2016-06-28,"tp",11.2,"ug/L","201606"
"45621",3007703802,2016-06-28,"tp",112,"ug/L","201606"
"45622",3007703802,2016-06-28,"tp",104,"ug/L","201606"
"45623",3007703802,2016-06-28,"tp",80,"ug/L","201606"
"45664",3007703902,2016-06-28,"tp",78,"ug/L","201606"
"45665",3007703902,2016-06-28,"tp",98,"ug/L","201606"
"45666",3007703902,2016-06-28,"tp",96,"ug/L","201606"
"45708",3007704002,2016-06-28,"tp",23,"ug/L","201606"
"45709",3007704002,2016-06-28,"tp",31.2,"ug/L","201606"
"45710",3007704002,2016-06-28,"tp",31.2,"ug/L","201606"
"45753",3007704102,2016-06-28,"tp",24,"ug/L","201606"
"45754",3007704102,2016-06-28,"tp",33,"ug/L","201606"
"45755",3007704102,2016-06-28,"tp",33.6,"ug/L","201606"
"45800",3013400102,2016-06-28,"tp",8,"ug/L","201606"
"45801",3013400102,2016-06-28,"tp",8.2,"ug/L","201606"
"45847",3013400302,2016-06-28,"tp",27,"ug/L","201606"
"45848",3013400302,2016-06-28,"tp",38,"ug/L","201606"
"45893",3013401802,2016-06-28,"tp",8,"ug/L","201606"
"45894",3013401802,2016-06-28,"tp",10.6,"ug/L","201606"
"45918",4002700402,2016-06-28,"tp",90,"ug/L","201606"
"45919",4002700402,2016-06-28,"tp",122,"ug/L","201606"
"45935",4002700702,2016-06-28,"tp",78,"ug/L","201606"
"45936",4002700702,2016-06-28,"tp",88,"ug/L","201606"
"45974",4002700802,2016-06-28,"tp",127,"ug/L","201606"
"45975",4002700802,2016-06-28,"tp",160,"ug/L","201606"
"46020",4002700902,2016-06-28,"tp",68,"ug/L","201606"
"46021",4002700902,2016-06-28,"tp",98,"ug/L","201606"
"46044",4002701202,2016-06-28,"tp",80,"ug/L","201606"
"46045",4002701202,2016-06-28,"tp",110,"ug/L","201606"
"46061",4002701502,2016-06-28,"tp",36,"ug/L","201606"
"46062",4002701502,2016-06-28,"tp",43.6,"ug/L","201606"
"46078",4002701602,2016-06-28,"tp",66,"ug/L","201606"
"46079",4002701602,2016-06-28,"tp",88,"ug/L","201606"
"46117",4002701702,2016-06-28,"tp",31,"ug/L","201606"
"46118",4002701702,2016-06-28,"tp",46,"ug/L","201606"
"46162",5000600202,2016-06-28,"tp",89,"ug/L","201606"
"46163",5000600202,2016-06-28,"tp",142,"ug/L","201606"
"46208",14002809002,2016-06-28,"tp",11,"ug/L","201606"
"46209",14002809002,2016-06-28,"tp",11.2,"ug/L","201606"
"46254",17002100702,2016-06-28,"tp",16,"ug/L","201606"
"46255",17002100702,2016-06-28,"tp",19.4,"ug/L","201606"
"46300",17002100802,2016-06-28,"tp",22,"ug/L","201606"
"46301",17002100802,2016-06-28,"tp",31,"ug/L","201606"
"46324",17002101602,2016-06-28,"tp",10,"ug/L","201606"
"46325",17002101602,2016-06-28,"tp",12,"ug/L","201606"
"46340",17002101702,2016-06-28,"tp",19,"ug/L","201606"
"46341",17002101702,2016-06-28,"tp",23.4,"ug/L","201606"
"46356",17002101802,2016-06-28,"tp",18,"ug/L","201606"
"46357",17002101802,2016-06-28,"tp",22.2,"ug/L","201606"
"46394",17002103802,2016-06-28,"tp",33,"ug/L","201606"
"46395",17002103802,2016-06-28,"tp",35.4,"ug/L","201606"
"46440",17002105202,2016-06-28,"tp",8,"ug/L","201606"
"46441",17002105202,2016-06-28,"tp",9.6,"ug/L","201606"
"46486",17002106502,2016-06-28,"tp",17,"ug/L","201606"
"46487",17002106502,2016-06-28,"tp",21.4,"ug/L","201606"
"46510",17002106702,2016-06-28,"tp",14,"ug/L","201606"
"46511",17002106702,2016-06-28,"tp",19,"ug/L","201606"
"46526",17002107002,2016-06-28,"tp",16,"ug/L","201606"
"46527",17002107002,2016-06-28,"tp",23.4,"ug/L","201606"
"46564",17002107702,2016-06-28,"tp",10,"ug/L","201606"
"46565",17002107702,2016-06-28,"tp",17.2,"ug/L","201606"
"46609",17002114002,2016-06-28,"tp",24,"ug/L","201606"
"46610",17002114002,2016-06-28,"tp",37.2,"ug/L","201606"
"46654",17002114102,2016-06-28,"tp",15,"ug/L","201606"
"46655",17002114102,2016-06-28,"tp",40.8,"ug/L","201606"
"46678",17002114202,2016-06-28,"tp",21,"ug/L","201606"
"46679",17002114202,2016-06-28,"tp",26,"ug/L","201606"
"46694",17002114302,2016-06-28,"tp",17,"ug/L","201606"
"46695",17002114302,2016-06-28,"tp",25.2,"ug/L","201606"
"46710",17002114402,2016-06-28,"tp",22,"ug/L","201606"
"46711",17002114402,2016-06-28,"tp",28,"ug/L","201606"
"46749",18343000102,2016-06-28,"tp",15,"ug/L","201606"
"46750",18343000102,2016-06-28,"tp",14.6,"ug/L","201606"
"46774",18343000302,2016-06-28,"tp",40,"ug/L","201606"
"46775",18343000302,2016-06-28,"tp",14.8,"ug/L","201606"
"46791",18343017502,2016-06-28,"tp",12,"ug/L","201606"
"46792",18343017502,2016-06-28,"tp",9.8,"ug/L","201606"
"46830",18343023002,2016-06-28,"tp",7,"ug/L","201606"
"46831",18343023002,2016-06-28,"tp",2.6,"ug/L","201606"
"46877",18343052002,2016-06-28,"tp",17,"ug/L","201606"
"46878",18343052002,2016-06-28,"tp",16.8,"ug/L","201606"
"46924",18343061002,2016-06-28,"tp",15,"ug/L","201606"
"46925",18343061002,2016-06-28,"tp",14.4,"ug/L","201606"
"46971",19006400102,2016-06-28,"tp",14,"ug/L","201606"
"46972",19006400102,2016-06-28,"tp",18,"ug/L","201606"
"47018",19006400402,2016-06-28,"tp",70,"ug/L","201606"
"47019",19006400402,2016-06-28,"tp",108,"ug/L","201606"
"47064",19006401420,2016-06-28,"tp",10,"ug/L","201606"
"47065",19006401420,2016-06-28,"tp",12.2,"ug/L","201606"
"47111",19006404502,2016-06-28,"tp",14,"ug/L","201606"
"47112",19006404502,2016-06-28,"tp",21.8,"ug/L","201606"
"47160",6006800102,2016-06-29,"tp",42,"ug/L","201606"
"47161",6006800102,2016-06-29,"tp",44,"ug/L","201606"
"47208",6007600302,2016-06-29,"tp",19,"ug/L","201606"
"47209",6007600302,2016-06-29,"tp",18.6,"ug/L","201606"
"47257",6007600402,2016-06-29,"tp",65,"ug/L","201606"
"47258",6007600402,2016-06-29,"tp",64,"ug/L","201606"
"47306",6007600502,2016-06-29,"tp",26,"ug/L","201606"
"47307",6007600502,2016-06-29,"tp",44,"ug/L","201606"
"47354",6007600602,2016-06-29,"tp",80,"ug/L","201606"
"47355",6007600602,2016-06-29,"tp",86,"ug/L","201606"
"47403",6007600802,2016-06-29,"tp",32,"ug/L","201606"
"47404",6007600802,2016-06-29,"tp",35,"ug/L","201606"
"47453",6007601002,2016-06-29,"tp",13,"ug/L","201606"
"47454",6007601002,2016-06-29,"tp",14,"ug/L","201606"
"47502",6007601502,2016-06-29,"tp",14,"ug/L","201606"
"47503",6007601502,2016-06-29,"tp",12,"ug/L","201606"
"47550",6007601602,2016-06-29,"tp",105,"ug/L","201606"
"47551",6007601602,2016-06-29,"tp",112,"ug/L","201606"
"47599",6007601702,2016-06-29,"tp",14,"ug/L","201606"
"47600",6007601702,2016-06-29,"tp",13.4,"ug/L","201606"
"47647",6007601802,2016-06-29,"tp",28,"ug/L","201606"
"47648",6007601802,2016-06-29,"tp",29.6,"ug/L","201606"
"47695",6007602202,2016-06-29,"tp",17,"ug/L","201606"
"47696",6007602202,2016-06-29,"tp",15,"ug/L","201606"
"47743",6007602302,2016-06-29,"tp",64,"ug/L","201606"
"47744",6007602302,2016-06-29,"tp",70,"ug/L","201606"
"47791",6007605002,2016-06-29,"tp",21,"ug/L","201606"
"47792",6007605002,2016-06-29,"tp",23.2,"ug/L","201606"
"47840",6007605102,2016-06-29,"tp",18,"ug/L","201606"
"47841",6007605102,2016-06-29,"tp",14.6,"ug/L","201606"
"47889",6007605202,2016-06-29,"tp",66,"ug/L","201606"
"47890",6007605202,2016-06-29,"tp",70,"ug/L","201606"
"47933",3006600102,2016-07-04,"tp",10,"ug/L","201607"
"47934",3006600102,2016-07-04,"tp",8,"ug/L","201607"
"47977",3007000302,2016-07-04,"tp",22,"ug/L","201607"
"47978",3007000302,2016-07-04,"tp",26.2,"ug/L","201607"
"48021",3007000402,2016-07-04,"tp",36,"ug/L","201607"
"48022",3007000402,2016-07-04,"tp",49.6,"ug/L","201607"
"48065",3007000502,2016-07-04,"tp",14,"ug/L","201607"
"48066",3007000502,2016-07-04,"tp",17.2,"ug/L","201607"
"48109",3007300202,2016-07-04,"tp",18,"ug/L","201607"
"48110",3007300202,2016-07-04,"tp",22.4,"ug/L","201607"
"48152",3007300302,2016-07-04,"tp",16,"ug/L","201607"
"48153",3007300302,2016-07-04,"tp",22,"ug/L","201607"
"48195",3007500202,2016-07-04,"tp",12,"ug/L","201607"
"48196",3007500202,2016-07-04,"tp",10.6,"ug/L","201607"
"48238",3007600302,2016-07-04,"tp",11,"ug/L","201607"
"48239",3007600302,2016-07-04,"tp",11,"ug/L","201607"
"48281",3007600402,2016-07-04,"tp",8,"ug/L","201607"
"48282",3007600402,2016-07-04,"tp",8.8,"ug/L","201607"
"48324",3007600502,2016-07-04,"tp",17,"ug/L","201607"
"48325",3007600502,2016-07-04,"tp",20.6,"ug/L","201607"
"48368",3007600602,2016-07-04,"tp",9,"ug/L","201607"
"48369",3007600602,2016-07-04,"tp",9.2,"ug/L","201607"
"48412",3007701302,2016-07-04,"tp",14,"ug/L","201607"
"48413",3007701302,2016-07-04,"tp",16.2,"ug/L","201607"
"48436",16010900702,2016-07-04,"tp",24,"ug/L","201607"
"48437",16010900702,2016-07-04,"tp",33.2,"ug/L","201607"
"48475",16010900802,2016-07-04,"tp",30,"ug/L","201607"
"48476",16010900802,2016-07-04,"tp",40.8,"ug/L","201607"
"48499",16010901002,2016-07-04,"tp",47,"ug/L","201607"
"48500",16010901002,2016-07-04,"tp",76,"ug/L","201607"
"48538",16012401102,2016-07-04,"tp",22,"ug/L","201607"
"48539",16012401102,2016-07-04,"tp",27.6,"ug/L","201607"
"48563",16012401202,2016-07-04,"tp",28,"ug/L","201607"
"48564",16012401202,2016-07-04,"tp",39.2,"ug/L","201607"
"48580",16012401402,2016-07-04,"tp",12,"ug/L","201607"
"48581",16012401402,2016-07-04,"tp",12.4,"ug/L","201607"
"48619",16015900302,2016-07-04,"tp",46,"ug/L","201607"
"48620",16015900302,2016-07-04,"tp",53.6,"ug/L","201607"
"48643",16015901002,2016-07-04,"tp",11,"ug/L","201607"
"48644",16015901002,2016-07-04,"tp",14,"ug/L","201607"
"48682",16016400102,2016-07-04,"tp",76,"ug/L","201607"
